CUSTOMER_ID,REVIEW_ID,PRODUCT_PART_NUMBER,PRODUCT_NAME,PET_NAME1,PET_TYPE1,PET_BREED1,PET_SIZE1,PET_GENDER1,PET_WEIGHT_TYPE1,LIFE_STAGE1,PET_BIRTHDAY1,PET_NAME2,PET_TYPE2,PET_BREED2,PET_SIZE2,PET_GENDER2,PET_WEIGHT_TYPE2,LIFE_STAGE2,PET_BIRTHDAY2,REVIEW_DATE,REVIEW_TITLE,REVIEW_TXT,IS_RECOMMENDED,MODERATION_STATUS,RATING,USER_NICKNAME,DOCUMENT
1154095,216426329,137840,"IRIS 3-Tier Plastic Cat Cage Playpen, Tan",sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-01-15 10:13:37.000,bought 2 love them,"replaced my older wire ones, same size, but these are made better. wire one the place where the cat sits had a thin plastic cover that snapped over the wires, after a while, duck tape was holding them together.this one place where the cat sits is one sturdy piece of hard plastic that will not bend or break like the wire one did. I love them and so does my cats. easy for a 66 yr old female to put together with just a screwdriver. took less than an hour, would have been sooner but the cats wouldn't stay out of it. glad I got them and they were on sale.",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.035705"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""216426329"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-01-16T14:45:18.000-06:00"",
  ""LastModificationTime"": ""2021-02-16T23:34:27.205-06:00"",
  ""LengthFactor"": ""0.902601"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""137840"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.01672"",
  ""ReviewText"": ""replaced my older wire ones, same size, but these are made better. wire one the place where the cat sits had a thin plastic cover that snapped over the wires, after a while, duck tape was holding them together.this one place where the cat sits is one sturdy piece of hard plastic that will not bend or break like the wire one did. I love them and so does my cats. easy for a 66 yr old female to put together with just a screwdriver. took less than an hour, would have been sooner but the cats wouldn't stay out of it. glad I got them and they were on sale."",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-01-15T10:13:37.000-06:00"",
  ""Title"": ""bought 2 love them"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 11,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 11,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,217609879,143767,Prevue Pet Products Deluxe Cat Cage Playpen,sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-02-26 11:52:12.000,cats love it,"no tools needed, didn't take long, love the curved sides. got for an older cat who doesn't use the litter box, trying to see if this will help. very stable, only thing I got 4 wheels with no locks on any. picture shows locks. will call company tomorrow and see what is up with that. nice large shelves, fit really tight, no problem with cats jumping on them. my other cats love just sitting inside, use the small telfon bedding that I got from chewys. the orange really looks great inside and fits just right. would buy again.",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.046839"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""217609879"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-02-26T12:15:34.000-06:00"",
  ""LastModificationTime"": ""2020-11-10T19:00:23.677-06:00"",
  ""LengthFactor"": ""0.88729"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""143767"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.029092"",
  ""ReviewText"": ""no tools needed, didn't take long, love the curved sides. got for an older cat who doesn't use the litter box, trying to see if this will help. very stable, only thing I got 4 wheels with no locks on any. picture shows locks. will call company tomorrow and see what is up with that. nice large shelves, fit really tight, no problem with cats jumping on them. my other cats love just sitting inside, use the small telfon bedding that I got from chewys. the orange really looks great inside and fits just right. would buy again."",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-02-26T11:52:12.000-06:00"",
  ""Title"": ""cats love it"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 4,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 4,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,221858143,169390,"Necoichi Raised Cat Food Bowl, Sakura",sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-06-28 07:45:34.000,great for older cats,"our older cat has eatting problems and dental problems, this bowl has helped him eat better, we noticed it the first time we tried it.  no more throwing up, takes his time to eat, no longer trying to stand up and bend his head down,  he eats more food now. the color is very pretty, will have to buy more, my cats are getting up in age.",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.120572"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""221858143"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-07-02T09:15:22.000-05:00"",
  ""LastModificationTime"": ""2021-02-01T23:46:16.158-06:00"",
  ""LengthFactor"": ""0.740509"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""169390"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.056302"",
  ""ReviewText"": ""our older cat has eatting problems and dental problems, this bowl has helped him eat better, we noticed it the first time we tried it.  no more throwing up, takes his time to eat, no longer trying to stand up and bend his head down,  he eats more food now. the color is very pretty, will have to buy more, my cats are getting up in age."",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-06-28T07:45:34.000-05:00"",
  ""Title"": ""great for older cats"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 9,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 9,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,222790111,216201,"Friskies Stuf'd & Sauc'd Jump'n Turkey & Dripp'n Gravy Wet Cat Food, 5.5-oz can, case of 24",sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-07-21 07:35:10.000,cats love it,"feed 6 neighbors cats outside, its hard to get them to eat the same food, but they all love this favor, great price will order more",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.143926"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""222790111"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-07-21T08:01:11.000-05:00"",
  ""LastModificationTime"": ""2020-11-10T19:00:23.677-06:00"",
  ""LengthFactor"": ""0.415904"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""216201"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.041902"",
  ""ReviewText"": ""feed 6 neighbors cats outside, its hard to get them to eat the same food, but they all love this favor, great price will order more"",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-07-21T07:35:10.000-05:00"",
  ""Title"": ""cats love it"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 0,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 0,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,225413129,52051,CANIDAE Grain-Free PURE Limited Ingredient Chicken Recipe Dry Cat Food,sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-10-21 23:24:05.000,cats loved it,"10 picky cats ate it, liked that its not large pieces, my cats are older and wont eat the larger ones.  got chicken flavor, they seem to like chicken better than the other flavors.",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.309605"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""225413129"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-10-21T23:45:06.000-05:00"",
  ""LastModificationTime"": ""2021-01-20T00:41:07.577-06:00"",
  ""LengthFactor"": ""0.518049"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""52051"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.112273"",
  ""ReviewText"": ""10 picky cats ate it, liked that its not large pieces, my cats are older and wont eat the larger ones.  got chicken flavor, they seem to like chicken better than the other flavors."",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-10-21T23:24:05.000-05:00"",
  ""Title"": ""cats loved it"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 1,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 1,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,225916537,214351,Frisco Wall Sisal Cat Scratcher,sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-11-10 18:33:52.000,saved my wall,"have the large ones that stand upright, but cats kept coming to a corner in my hallway. each month had to redo the wall, thank god it was texture so I could hide  the scratch marks. wall sisal fits great going around wall corners. came with screws and was easy to put up. dont know how long it will last, have many cats that use it, bought 4 more since they were 25% off. I love it and dont have to patch and repair wall anymore and cats love it.",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.342314"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""225916537"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-11-10T19:00:12.000-06:00"",
  ""LastModificationTime"": ""2021-02-09T00:41:20.790-06:00"",
  ""LengthFactor"": ""0.837222"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""214351"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.200615"",
  ""ReviewText"": ""have the large ones that stand upright, but cats kept coming to a corner in my hallway. each month had to redo the wall, thank god it was texture so I could hide  the scratch marks. wall sisal fits great going around wall corners. came with screws and was easy to put up. dont know how long it will last, have many cats that use it, bought 4 more since they were 25% off. I love it and dont have to patch and repair wall anymore and cats love it."",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-11-10T18:33:52.000-06:00"",
  ""Title"": ""saved my wall"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 7,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 7,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,226117584,72225,K&H Pet Products Lectro-Soft Igloo-Style Heated Pad & Cover,sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-11-19 01:22:39.000,great for cats,"bought 2 of them for my older cats,  back bedroom stays cooler than other rooms. this is their bed to sleep on. put them on the bed with a cheap thin  baby blanket I got at dollartree, it works great. they love them. it stays warm, they are happy and its large enough that there is always a warm spot.I live in florida and its not for outside.  like the cord and would buy again.",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.364624"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""226117584"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-11-19T01:45:28.000-06:00"",
  ""LastModificationTime"": ""2021-02-18T00:43:40.552-06:00"",
  ""LengthFactor"": ""0.782819"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""72225"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.199805"",
  ""ReviewText"": ""bought 2 of them for my older cats,  back bedroom stays cooler than other rooms. this is their bed to sleep on. put them on the bed with a cheap thin  baby blanket I got at dollartree, it works great. they love them. it stays warm, they are happy and its large enough that there is always a warm spot.I live in florida and its not for outside.  like the cord and would buy again."",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-11-19T01:22:39.000-06:00"",
  ""Title"": ""great for cats"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 0,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 0,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,226793533,214171,EcoSMART Bonita Pet Dog House,sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-12-11 10:32:46.000,great for cats,"bought 3 for outside cats, it looked smaller in picture with a small dog inside, but was larger. will fit  more than 1 cat  inside. lots of room, put some baby blankets inside for this winter. love the look and color. box came damage but everything inside was OK. will be putting the others together tomorrow, real easy. price was very great, lowest price for a dog house yet. thanks",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.433507"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""226793533"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-12-11T12:45:17.000-06:00"",
  ""LastModificationTime"": ""2021-03-12T00:39:37.816-06:00"",
  ""LengthFactor"": ""0.786439"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""214171"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.19466"",
  ""ReviewText"": ""bought 3 for outside cats, it looked smaller in picture with a small dog inside, but was larger. will fit  more than 1 cat  inside. lots of room, put some baby blankets inside for this winter. love the look and color. box came damage but everything inside was OK. will be putting the others together tomorrow, real easy. price was very great, lowest price for a dog house yet. thanks"",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-12-11T10:32:46.000-06:00"",
  ""Title"": ""great for cats"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 17,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 17,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,226810205,68532,Petmate Barnhome III Dog House,sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-12-11 19:17:20.000,great for cats,"made very well, nice thick plastic,   top does not snap on but I can use it for my outside cats, it will be in a place where water does not get in. I would buy more for the cats,  its heavy weight  and it looks cute. because of the size and shape, I can put it anywhere.",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.434465"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""226810205"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-12-11T23:45:05.000-06:00"",
  ""LastModificationTime"": ""2021-03-12T00:52:10.355-06:00"",
  ""LengthFactor"": ""0.661612"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""68532"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.201213"",
  ""ReviewText"": ""made very well, nice thick plastic,   top does not snap on but I can use it for my outside cats, it will be in a place where water does not get in. I would buy more for the cats,  its heavy weight  and it looks cute. because of the size and shape, I can put it anywhere."",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-12-11T19:17:20.000-06:00"",
  ""Title"": ""great for cats"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 0,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 0,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
1154095,226846461,218486,"Necoichi Raised Cat Food Bowl, Nordic Blue",sue ling,Cat,American- Shorthair,UNK,FMLE,,A,2016-01-01,sugar,Cat,Other,UNK,UNKN,,,,2020-12-13 04:29:56.000,love it and so does the cat,"have bought other patterns from this brand, but this is my favored color. older cat with trouble eatting, this seems to help with his eating. bought 2 and love them.",true,APPROVED,5,trish,"{
  ""AgeFactor"": ""0.463117"",
  ""AuthorId"": ""1154095"",
  ""Badges"": {},
  ""BadgesOrder"": [],
  ""CommentIds"": [],
  ""Id"": ""226846461"",
  ""IsFeatured"": false,
  ""IsRatingsOnly"": false,
  ""IsRecommended"": true,
  ""LastModeratedTime"": ""2020-12-13T04:45:24.000-06:00"",
  ""LastModificationTime"": ""2021-03-14T00:39:08.346-06:00"",
  ""LengthFactor"": ""0.488909"",
  ""ModerationStatus"": ""APPROVED"",
  ""PhotoFactor"": ""0.7"",
  ""Photos"": [],
  ""ProductId"": ""218486"",
  ""Rating"": 5,
  ""RatingRange"": 5,
  ""Relevance"": ""0.158495"",
  ""ReviewText"": ""have bought other patterns from this brand, but this is my favored color. older cat with trouble eatting, this seems to help with his eating. bought 2 and love them."",
  ""SubmissionId"": ""1"",
  ""SubmissionTime"": ""2020-12-13T04:29:56.000-06:00"",
  ""Title"": ""love it and so does the cat"",
  ""TotalCommentCount"": 0,
  ""TotalFeedbackCount"": 1,
  ""TotalNegativeFeedbackCount"": 0,
  ""TotalPositiveFeedbackCount"": 1,
  ""UserNickname"": ""trish"",
  ""Videos"": []
}"
